;;;Septiembre 2021;;;Oct-21;;;Nov-21;;
322;0.794751066;1090100503266;Si;No;Si;Si;No;Si;Si;No;Si
321;0.794751066;1090100502901;Si;No;Si;Si;No;Si;Si;No;Si
478;0.794751066;1090100787264;Si;No;Si;Si;No;Si;Si;No;Si
319;0.794751066;1090100499935;Si;No;Si;Si;No;Si;Si;No;Si
479;0.794751066;1090100788091;Si;No;Si;Si;No;Si;Si;No;Si
457;0.794751066;1090100743542;Si;No;Si;Si;No;Si;Si;No;Si
250;0.794751066;1090100363332;Si;No;Si;Si;No;Si;Si;No;Si
294;0.794751066;1090100425966;Si;No;Si;Si;No;Si;Si;No;Si
314;0.794751066;1090100492671;Si;No;Si;Si;No;Si;Si;No;Si
313;0.794751066;1090100480916;Si;No;Si;Si;No;Si;Si;No;Si
312;0.794751066;1090100466522;No;No;No;No;No;No;No;No;No
311;0.794751066;1090100461849;Si;No;Si;Si;No;Si;Si;No;Si
315;0.794751066;1090100497886;Si;No;Si;Si;No;Si;Si;No;Si
309;0.794751066;1090100458457;No;No;No;No;No;No;No;No;No
300;0.794751066;1090100434183;No;No;No;No;No;No;No;No;No
295;0.794751066;1090100426342;Si;No;Si;Si;No;Si;Si;No;Si
252;0.794751066;1090100365742;No;Si;Si;No;Si;Si;No;Si;Si
297;0.794751066;1090100430129;Si;No;Si;Si;No;Si;Si;No;Si
251;0.794751066;1090100365475;Si;No;Si;Si;No;Si;Si;No;Si
298;0.794751066;1090100432369;Si;No;Si;Si;No;Si;Si;No;Si
299;0.794751066;1090100434019;Si;No;Si;Si;No;Si;Si;No;Si
268;0.794751066;1090100381438;No;No;No;No;No;No;No;No;No
301;0.794751066;1090100439029;Si;No;Si;Si;No;Si;Si;No;Si
307;0.794751066;1090100452181;Si;No;Si;Si;No;Si;Si;No;Si
303;0.794751066;1090100442224;Si;No;Si;Si;No;Si;Si;No;Si
306;0.794751066;1090100445975;Si;No;Si;Si;No;Si;Si;No;Si
304;0.794751066;1090100444162;Si;No;Si;Si;No;Si;Si;No;Si
305;0.794751066;1090100444588;Si;No;Si;Si;No;Si;Si;No;Si
302;0.794751066;1090100440957;No;Si;Si;No;Si;Si;No;Si;Si
413;0.786814558;1090100680591;Si;No;Si;Si;No;Si;Si;No;Si
410;0.786814558;1090100677027;Si;No;Si;Si;No;Si;Si;No;Si
411;0.786814558;1090100677159;Si;No;Si;Si;No;Si;Si;No;Si
412;0.786814558;1090100680397;Si;No;Si;Si;No;Si;Si;No;Si
415;0.786814558;1090100681903;Si;No;Si;Si;No;Si;Si;No;Si
414;0.786814558;1090100681695;Si;No;Si;Si;No;Si;Si;No;Si
416;0.786814558;1090100682004;Si;No;Si;Si;No;Si;Si;No;Si
417;0.786814558;1090100684520;Si;No;Si;Si;No;Si;Si;No;Si
418;0.786814558;1090100686913;Si;No;Si;Si;No;Si;Si;No;Si
420;0.786814558;1090100688347;Si;No;Si;Si;No;Si;Si;No;Si
421;0.786814558;1090100688827;Si;No;Si;Si;No;Si;Si;No;Si
419;0.786814558;1090100687642;Si;No;Si;Si;No;Si;Si;No;Si
392;0.786814558;1090100638692;Si;No;Si;Si;No;Si;Si;No;Si
406;0.786814558;1090100667951;Si;No;Si;Si;No;Si;Si;No;Si
394;0.786814558;1090100642622;Si;No;Si;Si;No;Si;Si;No;Si
404;0.786814558;1090100663115;Si;No;Si;Si;No;Si;Si;No;Si
384;0.786814558;1090100626589;Si;No;Si;Si;No;Si;Si;No;Si
385;0.786814558;1090100626708;Si;No;Si;Si;No;Si;Si;No;Si
387;0.786814558;1090100627810;Si;No;Si;Si;No;Si;Si;No;Si
388;0.786814558;1090100628786;Si;No;Si;Si;No;Si;Si;No;Si
391;0.786814558;1090100633526;Si;No;Si;Si;No;Si;Si;No;Si
393;0.786814558;1090100641286;Si;No;Si;Si;No;Si;Si;No;Si
386;0.786814558;1090100626724;Si;No;Si;No;Si;Si;No;Si;Si
395;0.786814558;1090100645834;Si;No;Si;Si;No;Si;Si;No;Si
401;0.786814558;1090100660370;Si;No;Si;Si;No;Si;Si;No;Si
397;0.786814558;1090100653489;Si;No;Si;No;No;No;No;No;No
398;0.786814558;1090100653829;No;Si;Si;No;Si;Si;No;Si;Si
403;0.786814558;1090100662861;Si;No;Si;Si;No;Si;Si;No;Si
399;0.786814558;1090100654647;Si;No;Si;Si;No;Si;Si;No;Si
396;0.786814558;1090100652920;Si;No;Si;Si;No;Si;Si;No;Si
400;0.786814558;1090100655163;Si;No;Si;Si;No;Si;Si;No;Si
